	board	digit	filled	type	x	y
1572	2.2.0000001002000040	1	2	column	0	2
1573	2.2.1003000002000000	1	2	row	0	2
1574	2.2.4100000000000002	1	2	row	0	2
1575	2.2.0000004000302000	1	2	column	0	2
1576	2.2.0103000000002000	1	2	row	0	2
1577	2.2.0000001000300200	1	2	column	0	2
1578	2.2.1400000000000002	1	2	row	0	2
1579	2.2.0000004000100002	1	2	column	0	2
1580	2.2.0000003000020010	1	2	column	0	2
1581	2.2.1004000002000000	1	2	row	0	2
1582	2.2.0000003020000010	1	2	column	0	2
1583	2.2.0000004000100200	1	2	column	0	2
1584	2.2.0000200000400030	1	2	column	0	2
1585	2.2.3001000002000000	1	2	row	0	2
1586	2.2.3004000000000200	1	2	row	0	2
1587	2.2.3004000002000000	1	2	row	0	2
1588	2.2.0000200000300040	1	2	column	0	2
1589	2.2.1004000000000300	1	2	row	0	2
1590	2.2.0000001000400300	1	2	column	0	2
1591	2.2.1400000000000003	1	2	row	0	2
1592	2.2.0000001000403000	1	2	column	0	2
1593	2.2.0102000000003000	1	2	row	0	2
1594	2.2.0000004000030010	1	2	column	0	2
1595	2.2.0204000000003000	1	2	row	0	2
1596	2.2.0000004000203000	1	2	column	0	2
1597	2.2.0104000030000000	1	2	row	0	2
1598	2.2.0000030000200010	1	2	column	0	2
1599	2.2.2001000003000000	1	2	row	0	2
1600	2.2.0000002000100300	1	2	column	0	2
1601	2.2.1200000000000003	1	2	row	0	2
1602	2.2.0000001000200300	1	2	column	0	2
1603	2.2.4001030000000000	1	2	row	0	2
1604	2.2.0000001030000020	1	2	column	0	2
1605	2.2.0102300000000000	1	2	row	0	2
1606	2.2.0401000000003000	1	2	row	0	2
1607	2.2.4100000000000003	1	2	row	0	2
1608	2.2.0000004000100300	1	2	column	0	2
1609	2.2.0000300000400020	1	2	column	0	2
1610	2.2.2100000000030000	1	2	row	0	2
1611	2.2.0000004003000010	1	2	column	0	2
1612	2.2.0201000000003000	1	2	row	0	2
1613	2.2.0000002003000040	1	2	column	0	2
1614	2.2.0402000030000000	1	2	row	0	2
1615	2.2.2400000000030000	1	2	row	0	2
1616	2.2.0000002000400300	1	2	column	0	2
1617	2.2.0104000000003000	1	2	row	0	2
1618	2.2.0000030000100040	1	2	column	0	2
1619	2.2.0201300000000000	1	2	row	0	2
1620	2.2.2004000003000000	1	2	row	0	2
1621	2.2.0000030000400010	1	2	column	0	2
1622	2.2.0204300000000000	1	2	row	0	2
1623	2.2.0000001000400003	1	2	column	0	2
1624	2.2.0401300000000000	1	2	row	0	2
1625	2.2.0000001000030020	1	2	column	0	2
1626	2.2.0401000030000000	1	2	row	0	2
1627	2.2.0000002000400003	1	2	column	0	2
1628	2.2.0104300000000000	1	2	row	0	2
1629	2.2.1002000003000000	1	2	row	0	2
1630	2.2.0000030000200040	1	2	column	0	2
1631	2.2.2004000000000300	1	2	row	0	2
1632	2.2.0000002000030040	1	2	column	0	2
1633	2.2.0204000030000000	1	2	row	0	2
1634	2.2.0000002030000010	1	2	column	0	2
1635	2.2.4200000000030000	1	2	row	0	2
1636	2.2.0000300000100040	1	2	column	0	2
1637	2.2.0000004030000020	1	2	column	0	2
1638	2.2.2001030000000000	1	2	row	0	2
1639	2.2.4100000000030000	1	2	row	0	2
1640	2.2.0000002000030010	1	2	column	0	2
1641	2.2.1400000000030000	1	2	row	0	2
1642	2.2.0000300000200040	1	2	column	0	2
1643	2.2.0201000030000000	1	2	row	0	2
1644	2.2.0000002000100003	1	2	column	0	2
1645	2.2.0402000000003000	1	2	row	0	2
1646	2.2.2100000000000003	1	2	row	0	2
1647	2.2.0000030000100020	1	2	column	0	2
1648	2.2.0000002030000040	1	2	column	0	2
1649	2.2.2004030000000000	1	2	row	0	2
1650	2.2.0000002000103000	1	2	column	0	2
1651	2.2.0000004000200300	1	2	column	0	2
1652	2.2.0000002003000010	1	2	column	0	2
1653	2.2.1200000000030000	1	2	row	0	2
1654	2.2.0000001030000040	1	2	column	0	2
1655	2.2.0402300000000000	1	2	row	0	2
1656	2.2.0000004000103000	1	2	column	0	2
1657	2.2.0102000030000000	1	2	row	0	2
1658	2.2.0000030000400020	1	2	column	0	2
1659	2.2.0000001003000020	1	2	column	0	2
1660	2.2.4002000000000300	1	2	row	0	2
1661	2.2.4002000003000000	1	2	row	0	2
1662	2.2.0000001003000040	1	2	column	0	2
1663	2.2.0000004000030020	1	2	column	0	2
1664	2.2.2400000000000003	1	2	row	0	2
1665	2.2.0000004003000020	1	2	column	0	2
1666	2.2.0000001000030040	1	2	column	0	2
1667	2.2.1004000003000000	1	2	row	0	2
1668	2.2.0000004000200003	1	2	column	0	2
1669	2.2.4200000000000003	1	2	row	0	2
1670	2.2.1002030000000000	1	2	row	0	2
1671	2.2.1002000000000300	1	2	row	0	2
1672	2.2.0000300000400010	1	2	column	0	2
1673	2.2.0000004000100003	1	2	column	0	2
1674	2.2.0000004030000010	1	2	column	0	2
1675	2.2.4002030000000000	1	2	row	0	2
1676	2.2.0000300000100020	1	2	column	0	2
1677	2.2.0000001000200003	1	2	column	0	2
1678	2.2.4001000000000300	1	2	row	0	2
1679	2.2.2001000000000300	1	2	row	0	2
1680	2.2.0000002000403000	1	2	column	0	2
1681	2.2.0000300000200010	1	2	column	0	2
1682	2.2.4001000003000000	1	2	row	0	2
1683	2.2.1004030000000000	1	2	row	0	2
1684	2.2.0000001000203000	1	2	column	0	2
1685	2.2.2403000000000000	1	3	row	0	2
1686	2.2.0000003000200040	1	3	column	0	2
1687	2.2.4302000000000000	1	3	row	0	2
1688	2.2.0000004000200030	1	3	column	0	2
1689	2.2.2304000000000000	1	3	row	0	2
1690	2.2.0000002000300040	1	3	column	0	2
1691	2.2.0000003000400020	1	3	column	0	2
1692	2.2.3204000000000000	1	3	row	0	2
1693	2.2.0000002000400030	1	3	column	0	2
1694	2.2.4203000000000000	1	3	row	0	2
1695	2.2.0000004000300020	1	3	column	0	2
1696	2.2.3402000000000000	1	3	row	0	2
1697	2.2.1403000000000000	1	3	row	0	2
1698	2.2.0000003000100040	1	3	column	0	2
1699	2.2.3104000000000000	1	3	row	0	2
1700	2.2.4103000000000000	1	3	row	0	2
1701	2.2.0000001000400030	1	3	column	0	2
1702	2.2.0000004000300010	1	3	column	0	2
1703	2.2.0000001000300040	1	3	column	0	2
1704	2.2.0000003000400010	1	3	column	0	2
1705	2.2.4301000000000000	1	3	row	0	2
1706	2.2.0000004000100030	1	3	column	0	2
1707	2.2.3401000000000000	1	3	row	0	2
1708	2.2.1304000000000000	1	3	row	0	2
1709	2.2.1402000000000000	1	3	row	0	2
1710	2.2.0000001000400020	1	3	column	0	2
1711	2.2.0000004000100020	1	3	column	0	2
1712	2.2.2104000000000000	1	3	row	0	2
1713	2.2.0000004000200010	1	3	column	0	2
1714	2.2.2401000000000000	1	3	row	0	2
1715	2.2.1204000000000000	1	3	row	0	2
1716	2.2.0000002000100040	1	3	column	0	2
1717	2.2.4102000000000000	1	3	row	0	2
1718	2.2.0000001000200040	1	3	column	0	2
1719	2.2.4201000000000000	1	3	row	0	2
1720	2.2.0000002000400010	1	3	column	0	2
1721	2.2.0020100000000100	1	1	row	0	3
1722	2.2.0000100000030100	1	1	column	0	3
1723	2.2.0020100001000000	1	1	row	0	3
1724	2.2.0000010010000002	1	1	column	0	3
1725	2.2.0200000000101000	1	1	row	0	3
1726	2.2.0000000210000010	1	1	column	0	3
1727	2.2.0000000300000010	1	1	column	0	3
1728	2.2.0030010000001000	1	1	row	0	3
1729	2.2.0000010010000004	1	1	column	0	3
1730	2.2.2000010000100000	1	1	row	0	3
1731	2.2.0000000310000010	1	1	column	0	3
1732	2.2.0000000200100100	1	1	column	0	3
1733	2.2.3000000001000010	1	1	row	0	3
1734	2.2.2000000000100100	1	1	row	0	3
1735	2.2.0000100000100004	1	1	column	0	3
1736	2.2.0040100001000000	1	1	row	0	3
1737	2.2.0000010010000003	1	1	column	0	3
1738	2.2.0000000201000010	1	1	column	0	3
1739	2.2.0040100000000100	1	1	row	0	3
1740	2.2.0300100000100000	1	1	row	0	3
1741	2.2.0000100001000002	1	1	column	0	3
1742	2.2.0300100000000010	1	1	row	0	3
1743	2.2.0000000400000010	1	1	column	0	3
1744	2.2.0400100000100000	1	1	row	0	3
1745	2.2.0000100000020100	1	1	column	0	3
1746	2.2.0000100001000004	1	1	column	0	3
1747	2.2.2000000001000010	1	1	row	0	3
1748	2.2.0000010000020010	1	1	column	0	3
1749	2.2.0030010000000000	1	1	row	0	3
1750	2.2.0000000400101000	1	1	column	0	3
1751	2.2.0020010010000000	1	1	row	0	3
1752	2.2.0000100000020010	1	1	column	0	3
1753	2.2.3000000000100100	1	1	row	0	3
1754	2.2.0200100000000010	1	1	row	0	3
1755	2.2.3000010000000010	1	1	row	0	3
1756	2.2.0000000200000010	1	1	column	0	3
1757	2.2.0000000300100000	1	1	column	0	3
1758	2.2.0030010010000000	1	1	row	0	3
1759	2.2.0200100000100000	1	1	row	0	3
1760	2.2.0000100000100002	1	1	column	0	3
1761	2.2.0000000400100000	1	1	column	0	3
1762	2.2.4000010000000010	1	1	row	0	3
1763	2.2.0000100001000003	1	1	column	0	3
1764	2.2.0400000000101000	1	1	row	0	3
1765	2.2.0000010000040010	1	1	column	0	3
1766	2.2.2000010000000010	1	1	row	0	3
1767	2.2.0000010000021000	1	1	column	0	3
1768	2.2.0400000010000010	1	1	row	0	3
1769	2.2.0020010000000000	1	1	row	0	3
1770	2.2.4000000001000010	1	1	row	0	3
1771	2.2.0000000300100100	1	1	column	0	3
1772	2.2.0000010000100004	1	1	column	0	3
1773	2.2.0040100000000000	1	1	row	0	3
1774	2.2.0200000010000010	1	1	row	0	3
1775	2.2.0000010000041000	1	1	column	0	3
1776	2.2.0020100000000000	1	1	row	0	3
1777	2.2.0000100000040010	1	1	column	0	3
1778	2.2.0000000301000010	1	1	column	0	3
1779	2.2.0030100000000100	1	1	row	0	3
1780	2.2.0000000200100000	1	1	column	0	3
1781	2.2.0030100000000000	1	1	row	0	3
1782	2.2.0400100000000010	1	1	row	0	3
1783	2.2.0000000400100100	1	1	column	0	3
1784	2.2.0000100000030010	1	1	column	0	3
1785	2.2.0000010000031000	1	1	column	0	3
1786	2.2.4000000000100100	1	1	row	0	3
1787	2.2.0000010000030010	1	1	column	0	3
1788	2.2.0000010000100002	1	1	column	0	3
1789	2.2.0000000410000010	1	1	column	0	3
1790	2.2.4000010000100000	1	1	row	0	3
1791	2.2.0000000300101000	1	1	column	0	3
1792	2.2.0040010010000000	1	1	row	0	3
1793	2.2.0000010000100003	1	1	column	0	3
1794	2.2.0000100000100003	1	1	column	0	3
1795	2.2.0000000401000010	1	1	column	0	3
1796	2.2.3000010000100000	1	1	row	0	3
1797	2.2.0000100000040100	1	1	column	0	3
1798	2.2.0030100001000000	1	1	row	0	3
1799	2.2.0040010000001000	1	1	row	0	3
1800	2.2.0300000000101000	1	1	row	0	3
1801	2.2.0300000010000010	1	1	row	0	3
1802	2.2.0020010000001000	1	1	row	0	3
1803	2.2.0040010000000000	1	1	row	0	3
1804	2.2.0000000200101000	1	1	column	0	3
1805	2.2.0030020000002000	1	1	row	0	3
1806	2.2.0000200000010020	1	1	column	0	3
1807	2.2.3000020000200000	1	1	row	0	3
1808	2.2.0000200000010200	1	1	column	0	3
1809	2.2.0400200000200000	1	1	row	0	3
1810	2.2.0000000120000020	1	1	column	0	3
1811	2.2.4000000002000020	1	1	row	0	3
1812	2.2.0000000300000020	1	1	column	0	3
1813	2.2.0010200000000200	1	1	row	0	3
1814	2.2.0000000300200200	1	1	column	0	3
1815	2.2.0000200002000001	1	1	column	0	3
1816	2.2.0100200000200000	1	1	row	0	3
1817	2.2.0000020020000004	1	1	column	0	3
1818	2.2.3000020000000020	1	1	row	0	3
1819	2.2.0000020000042000	1	1	column	0	3
1820	2.2.0300000020000020	1	1	row	0	3
1821	2.2.0000200000040200	1	1	column	0	3
1822	2.2.0400000020000020	1	1	row	0	3
1823	2.2.0000200000030200	1	1	column	0	3
1824	2.2.4000000000200200	1	1	row	0	3
1825	2.2.0000000300202000	1	1	column	0	3
1826	2.2.0010020020000000	1	1	row	0	3
1827	2.2.0000020000032000	1	1	column	0	3
1828	2.2.0030200000000200	1	1	row	0	3
1829	2.2.0000200000030020	1	1	column	0	3
1830	2.2.0000000100202000	1	1	column	0	3
1831	2.2.0010020000002000	1	1	row	0	3
1832	2.2.0000020000010020	1	1	column	0	3
1833	2.2.0300200000000020	1	1	row	0	3
1834	2.2.0000200000200004	1	1	column	0	3
1835	2.2.3000000000200200	1	1	row	0	3
1836	2.2.0010020000000000	1	1	row	0	3
1837	2.2.0040020020000000	1	1	row	0	3
1838	2.2.4000020000200000	1	1	row	0	3
1839	2.2.0000000402000020	1	1	column	0	3
1840	2.2.0040200000000200	1	1	row	0	3
1841	2.2.0000000102000020	1	1	column	0	3
1842	2.2.0040020000000000	1	1	row	0	3
1843	2.2.0100000020000020	1	1	row	0	3
1844	2.2.1000020000000020	1	1	row	0	3
1845	2.2.0000200000200003	1	1	column	0	3
1846	2.2.1000000000200200	1	1	row	0	3
1847	2.2.0000000302000020	1	1	column	0	3
1848	2.2.0030200000000000	1	1	row	0	3
1849	2.2.0010200002000000	1	1	row	0	3
1850	2.2.0010200000000000	1	1	row	0	3
1851	2.2.0000000100200000	1	1	column	0	3
1852	2.2.3000000002000020	1	1	row	0	3
1853	2.2.0000020020000001	1	1	column	0	3
1854	2.2.0000020000200001	1	1	column	0	3
1855	2.2.0000000400202000	1	1	column	0	3
1856	2.2.4000020000000020	1	1	row	0	3
1857	2.2.0000000400000020	1	1	column	0	3
1858	2.2.0300000000202000	1	1	row	0	3
1859	2.2.0000000100200200	1	1	column	0	3
1860	2.2.0040200002000000	1	1	row	0	3
1861	2.2.0000020000012000	1	1	column	0	3
1862	2.2.1000000002000020	1	1	row	0	3
1863	2.2.0100200000000020	1	1	row	0	3
1864	2.2.1000020000200000	1	1	row	0	3
1865	2.2.0100000000202000	1	1	row	0	3
1866	2.2.0000000100000020	1	1	column	0	3
1867	2.2.0000200000040020	1	1	column	0	3
1868	2.2.0040020000002000	1	1	row	0	3
1869	2.2.0000000400200000	1	1	column	0	3
1870	2.2.0000000420000020	1	1	column	0	3
1871	2.2.0000200002000004	1	1	column	0	3
1872	2.2.0400200000000020	1	1	row	0	3
1873	2.2.0030020020000000	1	1	row	0	3
1874	2.2.0000020000200004	1	1	column	0	3
1875	2.2.0000020000030020	1	1	column	0	3
1876	2.2.0400000000202000	1	1	row	0	3
1877	2.2.0300200000200000	1	1	row	0	3
1878	2.2.0000000320000020	1	1	column	0	3
1879	2.2.0000200000200001	1	1	column	0	3
1880	2.2.0000020020000003	1	1	column	0	3
1881	2.2.0000200002000003	1	1	column	0	3
1882	2.2.0000020000200003	1	1	column	0	3
1883	2.2.0000020000040020	1	1	column	0	3
1884	2.2.0000000400200200	1	1	column	0	3
1885	2.2.0030020000000000	1	1	row	0	3
1886	2.2.0040200000000000	1	1	row	0	3
1887	2.2.0000000300200000	1	1	column	0	3
1888	2.2.0030200002000000	1	1	row	0	3
1889	2.2.0100000030000030	1	1	row	0	3
1890	2.2.0000000100303000	1	1	column	0	3
1891	2.2.0020300003000000	1	1	row	0	3
1892	2.2.0000000430000030	1	1	column	0	3
1893	2.2.0400000000303000	1	1	row	0	3
1894	2.2.0000300000010300	1	1	column	0	3
1895	2.2.0100300000000030	1	1	row	0	3
1896	2.2.0000000103000030	1	1	column	0	3
1897	2.2.0200000000303000	1	1	row	0	3
1898	2.2.0000000200300300	1	1	column	0	3
1899	2.2.0020030000000000	1	1	row	0	3
1900	2.2.0000300000300004	1	1	column	0	3
1901	2.2.4000000000300300	1	1	row	0	3
1902	2.2.0000300000300001	1	1	column	0	3
1903	2.2.1000000000300300	1	1	row	0	3
1904	2.2.0000030000013000	1	1	column	0	3
1905	2.2.0010030000000000	1	1	row	0	3
1906	2.2.0000300000040030	1	1	column	0	3
1907	2.2.1000000003000030	1	1	row	0	3
1908	2.2.0000000400300000	1	1	column	0	3
1909	2.2.0000030000043000	1	1	column	0	3
1910	2.2.0200300000000030	1	1	row	0	3
1911	2.2.2000030000000030	1	1	row	0	3
1912	2.2.0000000100300000	1	1	column	0	3
1913	2.2.0000000100300300	1	1	column	0	3
1914	2.2.0000030000023000	1	1	column	0	3
1915	2.2.0040300000000300	1	1	row	0	3
1916	2.2.0000000200300000	1	1	column	0	3
1917	2.2.0000300000020300	1	1	column	0	3
1918	2.2.0020300000000000	1	1	row	0	3
1919	2.2.0000030030000004	1	1	column	0	3
1920	2.2.0000300003000001	1	1	column	0	3
1921	2.2.4000030000300000	1	1	row	0	3
1922	2.2.0040030000000000	1	1	row	0	3
1923	2.2.0000030000300002	1	1	column	0	3
1924	2.2.1000030000000030	1	1	row	0	3
1925	2.2.4000000003000030	1	1	row	0	3
1926	2.2.0000030000300001	1	1	column	0	3
1927	2.2.0000300000040300	1	1	column	0	3
1928	2.2.0000030030000002	1	1	column	0	3
1929	2.2.0200000030000030	1	1	row	0	3
1930	2.2.0000000400303000	1	1	column	0	3
1931	2.2.0040300000000000	1	1	row	0	3
1932	2.2.0040030030000000	1	1	row	0	3
1933	2.2.2000000000300300	1	1	row	0	3
1934	2.2.2000000003000030	1	1	row	0	3
1935	2.2.0400300000000030	1	1	row	0	3
1936	2.2.0400300000300000	1	1	row	0	3
1937	2.2.2000030000300000	1	1	row	0	3
1938	2.2.0000000130000030	1	1	column	0	3
1939	2.2.0000000200000030	1	1	column	0	3
1940	2.2.0010030030000000	1	1	row	0	3
1941	2.2.0000000400000030	1	1	column	0	3
1942	2.2.0000300003000004	1	1	column	0	3
1943	2.2.4000030000000030	1	1	row	0	3
1944	2.2.0000000403000030	1	1	column	0	3
1945	2.2.0000030000010030	1	1	column	0	3
1946	2.2.0000300000300002	1	1	column	0	3
1947	2.2.0010300000000000	1	1	row	0	3
1948	2.2.0000000400300300	1	1	column	0	3
1949	2.2.0000030000020030	1	1	column	0	3
1950	2.2.0400000030000030	1	1	row	0	3
1951	2.2.0020030000003000	1	1	row	0	3
1952	2.2.0010300000000300	1	1	row	0	3
1953	2.2.0100000000303000	1	1	row	0	3
1954	2.2.0000030030000001	1	1	column	0	3
1955	2.2.0000300000020030	1	1	column	0	3
1956	2.2.0000030000040030	1	1	column	0	3
1957	2.2.1000030000300000	1	1	row	0	3
1958	2.2.0200300000300000	1	1	row	0	3
1959	2.2.0000000203000030	1	1	column	0	3
1960	2.2.0000300000010030	1	1	column	0	3
1961	2.2.0010300003000000	1	1	row	0	3
1962	2.2.0000300003000002	1	1	column	0	3
1963	2.2.0040300003000000	1	1	row	0	3
1964	2.2.0000000200303000	1	1	column	0	3
1965	2.2.0010030000003000	1	1	row	0	3
1966	2.2.0000000100000030	1	1	column	0	3
1967	2.2.0100300000300000	1	1	row	0	3
1968	2.2.0020300000000300	1	1	row	0	3
1969	2.2.0040030000003000	1	1	row	0	3
1970	2.2.0000000230000030	1	1	column	0	3
1971	2.2.0020030030000000	1	1	row	0	3
1972	2.2.0000030000300004	1	1	column	0	3
1973	2.2.0420100000000000	1	2	row	0	3
1974	2.2.0000000301000002	1	2	column	0	3
1975	2.2.3200000000000010	1	2	row	0	3
1976	2.2.0000010000040002	1	2	column	0	3
1977	2.2.0340100000000000	1	2	row	0	3
1978	2.2.0000100000020003	1	2	column	0	3
1979	2.2.2300000000000010	1	2	row	0	3
1980	2.2.0000000310000002	1	2	column	0	3
1981	2.2.4020000001000000	1	2	row	0	3
1982	2.2.0230000000001000	1	2	row	0	3
1983	2.2.0000000300021000	1	2	column	0	3
1984	2.2.3400000000000010	1	2	row	0	3
1985	2.2.0000000400020010	1	2	column	0	3
1986	2.2.0320000010000000	1	2	row	0	3
1987	2.2.2030010000000000	1	2	row	0	3
1988	2.2.0000000410000002	1	2	column	0	3
1989	2.2.2040000001000000	1	2	row	0	3
1990	2.2.0000000200031000	1	2	column	0	3
1991	2.2.4030000001000000	1	2	row	0	3
1992	2.2.0000000300020100	1	2	column	0	3
1993	2.2.0000000300020010	1	2	column	0	3
1994	2.2.0000000401000002	1	2	column	0	3
1995	2.2.0240100000000000	1	2	row	0	3
1996	2.2.0000000300041000	1	2	column	0	3
1997	2.2.0320100000000000	1	2	row	0	3
1998	2.2.0000000200100004	1	2	column	0	3
1999	2.2.0000010000040003	1	2	column	0	3
2000	2.2.0000000201000004	1	2	column	0	3
2001	2.2.0230000010000000	1	2	row	0	3
2002	2.2.0000000200040100	1	2	column	0	3
2003	2.2.4030010000000000	1	2	row	0	3
2004	2.2.0000000400100002	1	2	column	0	3
2005	2.2.0420000000001000	1	2	row	0	3
2006	2.2.0000100000020004	1	2	column	0	3
2007	2.2.0240000010000000	1	2	row	0	3
2008	2.2.3020000000000100	1	2	row	0	3
2009	2.2.0430000010000000	1	2	row	0	3
2010	2.2.0000000200030010	1	2	column	0	3
2011	2.2.0000010000030004	1	2	column	0	3
2012	2.2.3040010000000000	1	2	row	0	3
2013	2.2.0000000410000003	1	2	column	0	3
2014	2.2.0340000010000000	1	2	row	0	3
2015	2.2.3020010000000000	1	2	row	0	3
2016	2.2.4300000000100000	1	2	row	0	3
2017	2.2.0000000200040010	1	2	column	0	3
2018	2.2.0000100000040003	1	2	column	0	3
2019	2.2.2030000000000100	1	2	row	0	3
2020	2.2.4300000000000010	1	2	row	0	3
2021	2.2.0000010000020003	1	2	column	0	3
2022	2.2.0000000200041000	1	2	column	0	3
2023	2.2.0430000000001000	1	2	row	0	3
2024	2.2.0000000300100002	1	2	column	0	3
2025	2.2.4020000000000100	1	2	row	0	3
2026	2.2.0000100000040002	1	2	column	0	3
2027	2.2.0430100000000000	1	2	row	0	3
2028	2.2.2040010000000000	1	2	row	0	3
2029	2.2.0000000310000004	1	2	column	0	3
2030	2.2.0000000200100003	1	2	column	0	3
2031	2.2.0320000000001000	1	2	row	0	3
2032	2.2.0000000300040010	1	2	column	0	3
2033	2.2.0000000301000004	1	2	column	0	3
2034	2.2.0230100000000000	1	2	row	0	3
2035	2.2.0340000000001000	1	2	row	0	3
2036	2.2.0000100000030002	1	2	column	0	3
2037	2.2.3200000000100000	1	2	row	0	3
2038	2.2.0000000210000003	1	2	column	0	3
2039	2.2.0000000201000003	1	2	column	0	3
2040	2.2.0000000400100003	1	2	column	0	3
2041	2.2.2040000000000100	1	2	row	0	3
2042	2.2.4020010000000000	1	2	row	0	3
2043	2.2.0240000000001000	1	2	row	0	3
2044	2.2.0000010000030002	1	2	column	0	3
2045	2.2.3400000000100000	1	2	row	0	3
2046	2.2.0000100000030004	1	2	column	0	3
2047	2.2.0000000400030010	1	2	column	0	3
2048	2.2.2300000000100000	1	2	row	0	3
2049	2.2.2400000000000010	1	2	row	0	3
2050	2.2.3040000000000100	1	2	row	0	3
2051	2.2.0000000300100004	1	2	column	0	3
2052	2.2.3020000001000000	1	2	row	0	3
2053	2.2.4200000000100000	1	2	row	0	3
2054	2.2.0000000400020100	1	2	column	0	3
2055	2.2.0000000210000004	1	2	column	0	3
2056	2.2.0420000010000000	1	2	row	0	3
2057	2.2.0000000200030100	1	2	column	0	3
2058	2.2.3040000001000000	1	2	row	0	3
2059	2.2.0000010000020004	1	2	column	0	3
2060	2.2.0000000400031000	1	2	column	0	3
2061	2.2.0000000400030100	1	2	column	0	3
2062	2.2.0000000400021000	1	2	column	0	3
2063	2.2.0000000401000003	1	2	column	0	3
2064	2.2.2400000000100000	1	2	row	0	3
2065	2.2.4200000000000010	1	2	row	0	3
2066	2.2.2030000001000000	1	2	row	0	3
2067	2.2.0000000300040100	1	2	column	0	3
2068	2.2.4030000000000100	1	2	row	0	3
2069	2.2.0430000020000000	1	2	row	0	3
2070	2.2.0000000400200001	1	2	column	0	3
2071	2.2.0140200000000000	1	2	row	0	3
2072	2.2.0000000400012000	1	2	column	0	3
2073	2.2.3100000000200000	1	2	row	0	3
2074	2.2.0000000100200004	1	2	column	0	3
2075	2.2.1300000000200000	1	2	row	0	3
2076	2.2.0000000100200003	1	2	column	0	3
2077	2.2.0430000000002000	1	2	row	0	3
2078	2.2.0000020000010004	1	2	column	0	3
2079	2.2.3040020000000000	1	2	row	0	3
2080	2.2.0000200000040001	1	2	column	0	3
2081	2.2.1030000002000000	1	2	row	0	3
2082	2.2.0000020000030004	1	2	column	0	3
2083	2.2.3100000000000020	1	2	row	0	3
2084	2.2.0000000300040020	1	2	column	0	3
2085	2.2.1040000002000000	1	2	row	0	3
2086	2.2.0000200000010004	1	2	column	0	3
2087	2.2.0310200000000000	1	2	row	0	3
2088	2.2.1400000000000020	1	2	row	0	3
2089	2.2.0340000020000000	1	2	row	0	3
2090	2.2.0000000420000003	1	2	column	0	3
2091	2.2.4030020000000000	1	2	row	0	3
2092	2.2.0000200000010003	1	2	column	0	3
2093	2.2.4300000000200000	1	2	row	0	3
2094	2.2.0000000402000003	1	2	column	0	3
2095	2.2.0410000000002000	1	2	row	0	3
2096	2.2.0000000400010200	1	2	column	0	3
2097	2.2.4030000002000000	1	2	row	0	3
2098	2.2.4300000000000020	1	2	row	0	3
2099	2.2.0000000400030020	1	2	column	0	3
2100	2.2.3010020000000000	1	2	row	0	3
2101	2.2.0000020000040003	1	2	column	0	3
2102	2.2.0000020000040001	1	2	column	0	3
2103	2.2.0000200000030004	1	2	column	0	3
2104	2.2.0000000100042000	1	2	column	0	3
2105	2.2.0140000020000000	1	2	row	0	3
2106	2.2.0000000300012000	1	2	column	0	3
2107	2.2.0340200000000000	1	2	row	0	3
2108	2.2.3010000000000200	1	2	row	0	3
2109	2.2.0000000300200004	1	2	column	0	3
2110	2.2.0410000020000000	1	2	row	0	3
2111	2.2.0410200000000000	1	2	row	0	3
2112	2.2.0000000302000004	1	2	column	0	3
2113	2.2.1400000000200000	1	2	row	0	3
2114	2.2.0000000100032000	1	2	column	0	3
2115	2.2.0000020000010003	1	2	column	0	3
2116	2.2.0000000120000003	1	2	column	0	3
2117	2.2.1040000000000200	1	2	row	0	3
2118	2.2.0000000402000001	1	2	column	0	3
2119	2.2.0130000020000000	1	2	row	0	3
2120	2.2.3400000000200000	1	2	row	0	3
2121	2.2.0000000300040200	1	2	column	0	3
2122	2.2.4100000000000020	1	2	row	0	3
2123	2.2.0430200000000000	1	2	row	0	3
2124	2.2.0000000100030020	1	2	column	0	3
2125	2.2.0000000420000001	1	2	column	0	3
2126	2.2.3400000000000020	1	2	row	0	3
2127	2.2.0000000300200001	1	2	column	0	3
2128	2.2.0000000320000001	1	2	column	0	3
2129	2.2.0000000102000003	1	2	column	0	3
2130	2.2.0000200000040003	1	2	column	0	3
2131	2.2.1040020000000000	1	2	row	0	3
2132	2.2.0130200000000000	1	2	row	0	3
2133	2.2.0000000300010200	1	2	column	0	3
2134	2.2.3010000002000000	1	2	row	0	3
2135	2.2.0000020000030001	1	2	column	0	3
2136	2.2.1300000000000020	1	2	row	0	3
2137	2.2.0310000000002000	1	2	row	0	3
2138	2.2.0000000102000004	1	2	column	0	3
2139	2.2.4010020000000000	1	2	row	0	3
2140	2.2.0000000300042000	1	2	column	0	3
2141	2.2.0310000020000000	1	2	row	0	3
2142	2.2.3040000002000000	1	2	row	0	3
2143	2.2.0000000100030200	1	2	column	0	3
2144	2.2.0000000400010020	1	2	column	0	3
2145	2.2.0000000320000004	1	2	column	0	3
2146	2.2.4010000000000200	1	2	row	0	3
2147	2.2.0000000100040200	1	2	column	0	3
2148	2.2.0000000400032000	1	2	column	0	3
2149	2.2.0000000300010020	1	2	column	0	3
2150	2.2.4030000000000200	1	2	row	0	3
2151	2.2.0000000302000001	1	2	column	0	3
2152	2.2.3040000000000200	1	2	row	0	3
2153	2.2.0000000120000004	1	2	column	0	3
